Tempo Universal,Tempo Relativo,S,G,D,Snl_Rdo,Modo,Elev,Azim,Dist,X_Rampa,Y_Rampa,Z_Rampa
14:10:50:975,49.260,A,A,A,51,RADAR,0.069,1.908,8.268,6.450,-2.389,0.602
14:10:50:985,49.270,A,A,A,52,RADAR,0.069,1.908,8.270,6.451,-2.389,0.599
14:10:50:995,49.280,A,A,A,52,RADAR,0.069,1.908,8.270,6.451,-2.389,0.598
14:10:51:005,49.290,A,A,A,52,RADAR,0.069,1.908,8.269,6.450,-2.389,0.596
14:10:51:015,49.300,A,A,A,52,RADAR,0.069,1.908,8.269,6.451,-2.389,0.595
14:10:51:025,49.310,A,A,A,52,RADAR,0.068,1.908,8.268,6.450,-2.388,0.593
14:10:51:035,49.320,A,A,A,52,RADAR,0.068,1.908,8.268,6.450,-2.389,0.592
14:10:51:045,49.330,A,A,A,52,RADAR,0.068,1.908,8.268,6.450,-2.389,0.590
14:10:51:055,49.340,A,A,A,52,RADAR,0.068,1.908,8.268,6.451,-2.389,0.588
14:10:51:065,49.350,A,A,A,52,RADAR,0.068,1.908,8.270,6.452,-2.389,0.587
14:10:51:075,49.360,A,A,A,52,RADAR,0.067,1.908,8.272,6.454,-2.390,0.585
14:10:51:085,49.370,A,A,A,52,RADAR,0.067,1.908,8.272,6.454,-2.390,0.584
14:10:51:095,49.380,A,A,A,52,RADAR,0.067,1.908,8.269,6.452,-2.389,0.581
14:10:51:105,49.390,A,A,A,52,RADAR,0.067,1.908,8.271,6.453,-2.390,0.580
14:10:51:115,49.400,A,A,A,51,RADAR,0.066,1.908,8.274,6.457,-2.391,0.578
14:10:51:125,49.410,A,A,A,51,RADAR,0.066,1.908,8.275,6.458,-2.391,0.576
14:10:51:135,49.420,A,A,A,51,RADAR,0.066,1.908,8.275,6.458,-2.391,0.573
14:10:51:145,49.430,A,A,A,51,RADAR,0.066,1.908,8.276,6.459,-2.391,0.571
14:10:51:155,49.440,A,A,A,51,RADAR,0.065,1.908,8.277,6.460,-2.392,0.568
14:10:51:165,49.450,A,A,A,51,RADAR,0.065,1.908,8.277,6.460,-2.392,0.566
14:10:51:175,49.460,A,A,A,51,RADAR,0.065,1.908,8.278,6.461,-2.392,0.565
14:10:51:185,49.470,A,A,A,52,RADAR,0.065,1.908,8.277,6.461,-2.392,0.562
14:10:51:195,49.480,A,A,A,52,RADAR,0.064,1.908,8.278,6.462,-2.393,0.561
14:10:51:205,49.490,A,A,A,52,RADAR,0.064,1.908,8.279,6.463,-2.393,0.559
14:10:51:215,49.500,A,A,A,52,RADAR,0.064,1.908,8.275,6.459,-2.392,0.558
14:10:51:225,49.510,A,A,A,52,RADAR,0.064,1.908,8.276,6.460,-2.392,0.556
14:10:51:235,49.520,A,A,A,52,RADAR,0.064,1.908,8.278,6.462,-2.393,0.556
14:10:51:245,49.530,A,A,A,52,RADAR,0.063,1.908,8.269,6.454,-2.390,0.553
14:10:51:255,49.540,A,A,A,52,RADAR,0.063,1.908,8.276,6.460,-2.392,0.552
14:10:51:265,49.550,A,A,A,52,RADAR,0.063,1.908,8.280,6.464,-2.394,0.549
14:10:51:275,49.560,A,A,A,52,RADAR,0.063,1.908,8.279,6.463,-2.393,0.547
14:10:51:285,49.570,A,A,A,52,RADAR,0.062,1.908,8.280,6.464,-2.394,0.544
14:10:51:295,49.580,A,A,A,52,RADAR,0.062,1.908,8.275,6.459,-2.392,0.542
14:10:51:305,49.590,A,A,A,52,RADAR,0.062,1.908,8.281,6.466,-2.394,0.539
14:10:51:315,49.600,A,A,A,52,RADAR,0.062,1.908,8.282,6.466,-2.395,0.538
14:10:51:325,49.610,A,A,A,51,RADAR,0.061,1.908,8.284,6.468,-2.395,0.536
14:10:51:335,49.620,A,A,A,51,RADAR,0.061,1.908,8.284,6.469,-2.395,0.534
14:10:51:345,49.630,A,A,A,51,RADAR,0.061,1.908,8.283,6.468,-2.395,0.533
14:10:51:355,49.640,A,A,A,51,RADAR,0.061,1.908,8.284,6.469,-2.395,0.531
14:10:51:365,49.650,A,A,A,51,RADAR,0.061,1.908,8.285,6.470,-2.396,0.529
14:10:51:375,49.660,A,A,A,51,RADAR,0.060,1.908,8.286,6.471,-2.396,0.527
14:10:51:385,49.670,A,A,A,51,RADAR,0.060,1.908,8.285,6.471,-2.396,0.526
14:10:51:395,49.680,A,A,A,51,RADAR,0.060,1.908,8.286,6.471,-2.396,0.524
14:10:51:405,49.690,A,A,A,51,RADAR,0.060,1.908,8.288,6.473,-2.397,0.523
14:10:51:415,49.700,A,A,A,51,RADAR,0.060,1.908,8.286,6.471,-2.396,0.521
14:10:51:425,49.710,A,A,A,51,RADAR,0.059,1.908,8.287,6.472,-2.397,0.520
14:10:51:435,49.720,A,A,A,51,RADAR,0.059,1.908,8.285,6.470,-2.396,0.517
14:10:51:445,49.730,A,A,A,51,RADAR,0.059,1.908,8.284,6.470,-2.396,0.516
14:10:51:455,49.740,A,A,A,51,RADAR,0.059,1.908,8.286,6.472,-2.397,0.515
14:10:51:465,49.750,A,A,A,51,RADAR,0.058,1.908,8.284,6.470,-2.396,0.512
14:10:51:475,49.760,A,A,A,51,RADAR,0.058,1.908,8.288,6.474,-2.397,0.511
14:10:51:485,49.770,A,A,A,51,RADAR,0.058,1.908,8.287,6.473,-2.397,0.508
14:10:51:495,49.780,A,A,A,51,RADAR,0.058,1.908,8.292,6.478,-2.399,0.507
14:10:51:505,49.790,A,A,A,51,RADAR,0.058,1.908,8.289,6.475,-2.398,0.504
14:10:51:515,49.800,A,A,A,51,RADAR,0.057,1.908,8.290,6.476,-2.398,0.503
14:10:51:525,49.810,A,A,A,50,RADAR,0.057,1.908,8.292,6.478,-2.399,0.501
14:10:51:535,49.820,A,A,A,50,RADAR,0.057,1.908,8.293,6.479,-2.399,0.500
14:10:51:545,49.830,A,A,A,50,RADAR,0.057,1.908,8.293,6.479,-2.399,0.497
14:10:51:555,49.840,A,A,A,50,RADAR,0.056,1.908,8.293,6.479,-2.399,0.496
14:10:51:565,49.850,A,A,A,50,RADAR,0.056,1.908,8.294,6.480,-2.399,0.493
14:10:51:575,49.860,A,A,A,50,RADAR,0.056,1.908,8.295,6.481,-2.400,0.492
14:10:51:585,49.870,A,A,A,50,RADAR,0.056,1.908,8.295,6.482,-2.400,0.490
14:10:51:595,49.880,A,A,A,51,RADAR,0.056,1.908,8.295,6.482,-2.400,0.489
14:10:51:605,49.890,A,A,A,51,RADAR,0.055,1.908,8.295,6.481,-2.400,0.487
14:10:51:615,49.900,A,A,A,51,RADAR,0.055,1.908,8.297,6.484,-2.401,0.485
14:10:51:625,49.910,A,A,A,51,RADAR,0.055,1.908,8.297,6.484,-2.400,0.484
14:10:51:635,49.920,A,A,A,51,RADAR,0.055,1.908,8.294,6.481,-2.400,0.482
14:10:51:645,49.930,A,A,A,51,RADAR,0.055,1.908,8.296,6.483,-2.400,0.481
14:10:51:655,49.940,A,A,A,51,RADAR,0.054,1.908,8.295,6.483,-2.400,0.479
14:10:51:665,49.950,A,A,A,51,RADAR,0.054,1.908,8.295,6.482,-2.400,0.477
14:10:51:675,49.960,A,A,A,51,RADAR,0.054,1.908,8.296,6.484,-2.401,0.475
14:10:51:685,49.970,A,A,A,51,RADAR,0.054,1.908,8.296,6.483,-2.400,0.474
14:10:51:695,49.980,A,A,A,51,RADAR,0.053,1.908,8.295,6.483,-2.400,0.471
14:10:51:705,49.990,A,A,A,51,RADAR,0.053,1.908,8.297,6.484,-2.401,0.470
14:10:51:715,50.000,A,A,A,51,RADAR,0.053,1.908,8.299,6.486,-2.401,0.468
14:10:51:725,50.010,A,A,A,51,RADAR,0.053,1.908,8.300,6.487,-2.402,0.467
14:10:51:735,50.020,A,A,A,50,RADAR,0.053,1.908,8.298,6.486,-2.401,0.466
14:10:51:745,50.030,A,A,A,50,RADAR,0.052,1.908,8.302,6.490,-2.402,0.463
14:10:51:755,50.040,A,A,A,50,RADAR,0.052,1.908,8.302,6.490,-2.402,0.462
14:10:51:765,50.050,A,A,A,50,RADAR,0.052,1.908,8.303,6.491,-2.403,0.459
14:10:51:775,50.060,A,A,A,50,RADAR,0.052,1.908,8.304,6.492,-2.403,0.457
14:10:51:785,50.070,A,A,A,50,RADAR,0.051,1.908,8.305,6.493,-2.403,0.454
14:10:51:795,50.080,A,A,A,50,RADAR,0.051,1.908,8.305,6.493,-2.403,0.453
14:10:51:805,50.090,A,A,A,51,RADAR,0.051,1.908,8.305,6.493,-2.403,0.450
14:10:51:815,50.100,A,A,A,51,RADAR,0.051,1.908,8.305,6.493,-2.403,0.448
14:10:51:825,50.110,A,A,A,51,RADAR,0.050,1.908,8.306,6.494,-2.404,0.445
14:10:51:835,50.120,A,A,A,51,RADAR,0.050,1.908,8.307,6.495,-2.404,0.444
14:10:51:845,50.130,A,A,A,51,RADAR,0.050,1.908,8.304,6.493,-2.403,0.441
14:10:51:855,50.140,A,A,A,51,RADAR,0.050,1.908,8.300,6.489,-2.402,0.439
14:10:51:865,50.150,A,A,A,51,RADAR,0.049,1.908,8.305,6.493,-2.403,0.436
14:10:51:875,50.160,A,A,A,51,RADAR,0.049,1.908,8.306,6.495,-2.404,0.435
14:10:51:885,50.170,A,A,A,51,RADAR,0.049,1.908,8.303,6.492,-2.403,0.433
14:10:51:895,50.180,A,A,A,51,RADAR,0.049,1.908,8.307,6.496,-2.404,0.431
14:10:51:905,50.190,A,A,A,51,RADAR,0.048,1.908,8.308,6.497,-2.405,0.429
14:10:51:915,50.200,A,A,A,51,RADAR,0.048,1.908,8.305,6.494,-2.404,0.427
14:10:51:925,50.210,A,A,A,51,RADAR,0.048,1.908,8.307,6.496,-2.405,0.426
14:10:51:935,50.220,A,A,A,50,RADAR,0.048,1.908,8.302,6.492,-2.403,0.424
14:10:51:945,50.230,A,A,A,50,RADAR,0.048,1.908,8.304,6.493,-2.404,0.422
14:10:51:955,50.240,A,A,A,50,RADAR,0.047,1.908,8.310,6.499,-2.406,0.420
14:10:51:965,50.250,A,A,A,50,RADAR,0.047,1.908,8.311,6.500,-2.406,0.419
14:10:51:975,50.260,A,A,A,50,RADAR,0.047,1.908,8.312,6.501,-2.407,0.417
14:10:51:985,50.270,A,A,A,50,RADAR,0.047,1.908,8.313,6.502,-2.407,0.416
14:10:51:995,50.280,A,A,A,50,RADAR,0.047,1.908,8.313,6.502,-2.407,0.414
14:10:52:005,50.290,A,A,A,50,RADAR,0.046,1.908,8.313,6.502,-2.407,0.413
14:10:52:015,50.300,A,A,A,50,RADAR,0.046,1.908,8.315,6.504,-2.407,0.413
14:10:52:025,50.310,A,A,A,50,RADAR,0.046,1.908,8.315,6.504,-2.408,0.410
14:10:52:035,50.320,A,A,A,50,RADAR,0.046,1.908,8.316,6.506,-2.408,0.409
14:10:52:045,50.330,A,A,A,50,RADAR,0.045,1.908,8.316,6.506,-2.408,0.406
14:10:52:055,50.340,A,A,A,50,RADAR,0.045,1.908,8.316,6.506,-2.408,0.405
14:10:52:065,50.350,A,A,A,50,RADAR,0.045,1.908,8.313,6.503,-2.407,0.401
14:10:52:075,50.360,A,A,A,51,RADAR,0.045,1.908,8.314,6.504,-2.407,0.400
14:10:52:085,50.370,A,A,A,51,RADAR,0.044,1.908,8.316,6.506,-2.408,0.397
14:10:52:095,50.380,A,A,A,51,RADAR,0.044,1.908,8.316,6.506,-2.408,0.396
14:10:52:105,50.390,A,A,A,51,RADAR,0.044,1.908,8.317,6.507,-2.408,0.394
14:10:52:120,50.400,A,A,A,51,RADAR,0.044,1.908,8.312,6.503,-2.407,0.392
14:10:52:130,50.410,A,A,A,51,RADAR,0.044,1.908,8.318,6.508,-2.409,0.390
14:10:52:140,50.420,A,A,A,50,RADAR,0.043,1.908,8.318,6.508,-2.409,0.387
14:10:52:150,50.430,A,A,A,50,RADAR,0.043,1.908,8.318,6.508,-2.409,0.386
14:10:52:160,50.440,A,A,A,50,RADAR,0.043,1.908,8.321,6.511,-2.410,0.384
14:10:52:170,50.450,A,A,A,50,RADAR,0.043,1.908,8.322,6.512,-2.410,0.383
14:10:52:180,50.460,A,A,A,50,RADAR,0.042,1.908,8.320,6.510,-2.410,0.381
14:10:52:190,50.470,A,A,A,50,RADAR,0.042,1.908,8.321,6.511,-2.410,0.380
14:10:52:200,50.480,A,A,A,50,RADAR,0.042,1.908,8.322,6.512,-2.410,0.378
14:10:52:210,50.490,A,A,A,51,RADAR,0.042,1.908,8.322,6.512,-2.410,0.377
14:10:52:220,50.500,A,A,A,51,RADAR,0.042,1.908,8.323,6.513,-2.410,0.376
14:10:52:230,50.510,A,A,A,51,RADAR,0.041,1.908,8.324,6.515,-2.411,0.373
14:10:52:240,50.520,A,A,A,51,RADAR,0.041,1.908,8.325,6.515,-2.411,0.371
14:10:52:250,50.530,A,A,A,51,RADAR,0.041,1.907,8.323,6.514,-2.410,0.368
14:10:52:260,50.540,A,A,A,51,RADAR,0.041,1.907,8.324,6.515,-2.410,0.367
14:10:52:270,50.550,A,A,A,51,RADAR,0.040,1.907,8.325,6.516,-2.411,0.364
14:10:52:280,50.560,A,A,A,51,RADAR,0.040,1.908,8.324,6.515,-2.410,0.363
14:10:52:290,50.570,A,A,A,51,RADAR,0.040,1.908,8.325,6.516,-2.411,0.361
14:10:52:300,50.580,A,A,A,51,RADAR,0.040,1.908,8.323,6.514,-2.410,0.360
14:10:52:310,50.590,A,A,A,51,RADAR,0.040,1.908,8.320,6.512,-2.409,0.357
14:10:52:320,50.600,A,A,A,51,RADAR,0.039,1.908,8.325,6.516,-2.411,0.356
14:10:52:330,50.610,A,A,A,51,RADAR,0.039,1.907,8.322,6.514,-2.410,0.353
14:10:52:340,50.620,A,A,A,51,RADAR,0.039,1.907,8.324,6.516,-2.410,0.352
14:10:52:350,50.630,A,A,A,50,RADAR,0.039,1.907,8.330,6.521,-2.412,0.349
14:10:52:360,50.640,A,A,A,50,RADAR,0.038,1.907,8.330,6.521,-2.412,0.348
14:10:52:370,50.650,A,A,A,50,RADAR,0.038,1.907,8.330,6.521,-2.412,0.346
14:10:52:380,50.660,A,A,A,50,RADAR,0.038,1.907,8.330,6.522,-2.412,0.344
14:10:52:390,50.670,A,A,A,50,RADAR,0.038,1.907,8.331,6.522,-2.412,0.343
14:10:52:400,50.680,A,A,A,50,RADAR,0.038,1.907,8.332,6.523,-2.413,0.340
14:10:52:410,50.690,A,A,A,50,RADAR,0.037,1.907,8.331,6.523,-2.413,0.339
14:10:52:420,50.700,A,A,A,51,RADAR,0.037,1.907,8.332,6.524,-2.413,0.337
14:10:52:430,50.710,A,A,A,51,RADAR,0.037,1.907,8.331,6.523,-2.413,0.336
14:10:52:440,50.720,A,A,A,51,RADAR,0.037,1.907,8.333,6.525,-2.413,0.333
14:10:52:450,50.730,A,A,A,51,RADAR,0.036,1.907,8.334,6.526,-2.413,0.332
14:10:52:460,50.740,A,A,A,51,RADAR,0.036,1.907,8.335,6.528,-2.413,0.329
14:10:52:470,50.750,A,A,A,51,RADAR,0.036,1.907,8.333,6.526,-2.412,0.328
14:10:52:480,50.760,A,A,A,51,RADAR,0.036,1.907,8.331,6.524,-2.411,0.326
14:10:52:490,50.770,A,A,A,51,RADAR,0.036,1.907,8.332,6.525,-2.411,0.325
14:10:52:500,50.780,A,A,A,51,RADAR,0.036,1.907,8.334,6.526,-2.412,0.324
14:10:52:510,50.790,A,A,A,51,RADAR,0.035,1.907,8.335,6.528,-2.412,0.322
14:10:52:520,50.800,A,A,A,51,RADAR,0.035,1.907,8.334,6.527,-2.411,0.321
14:10:52:530,50.810,A,A,A,51,RADAR,0.035,1.907,8.334,6.528,-2.411,0.318
14:10:52:540,50.820,A,A,A,51,RADAR,0.035,1.907,8.329,6.523,-2.409,0.316
14:10:52:550,50.830,A,A,A,51,RADAR,0.034,1.907,8.335,6.529,-2.411,0.313
14:10:52:560,50.840,A,A,A,51,RADAR,0.034,1.907,8.335,6.528,-2.411,0.311
14:10:52:570,50.850,A,A,A,51,RADAR,0.034,1.907,8.337,6.530,-2.412,0.308
14:10:52:580,50.860,A,A,A,51,RADAR,0.033,1.907,8.339,6.533,-2.412,0.307
14:10:52:590,50.870,A,A,A,51,RADAR,0.033,1.907,8.340,6.533,-2.413,0.304
14:10:52:600,50.880,A,A,A,51,RADAR,0.033,1.907,8.340,6.533,-2.413,0.303
14:10:52:610,50.890,A,A,A,51,RADAR,0.033,1.907,8.340,6.534,-2.413,0.301
14:10:52:620,50.900,A,A,A,51,RADAR,0.033,1.907,8.342,6.535,-2.414,0.299
14:10:52:630,50.910,A,A,A,51,RADAR,0.032,1.907,8.340,6.534,-2.414,0.298
14:10:52:640,50.920,A,A,A,51,RADAR,0.032,1.907,8.342,6.536,-2.414,0.295
14:10:52:650,50.930,A,A,A,51,RADAR,0.032,1.907,8.340,6.533,-2.414,0.294
14:10:52:660,50.940,A,A,A,51,RADAR,0.032,1.907,8.343,6.536,-2.414,0.292
14:10:52:670,50.950,A,A,A,51,RADAR,0.031,1.907,8.344,6.537,-2.415,0.290
14:10:52:680,50.960,A,A,A,51,RADAR,0.031,1.907,8.339,6.533,-2.413,0.288
14:10:52:690,50.970,A,A,A,52,RADAR,0.031,1.907,8.339,6.533,-2.413,0.287
14:10:52:700,50.980,A,A,A,52,RADAR,0.031,1.907,8.343,6.536,-2.415,0.284
14:10:52:710,50.990,A,A,A,52,RADAR,0.031,1.907,8.342,6.535,-2.414,0.283
14:10:52:720,51.000,A,A,A,52,RADAR,0.030,1.907,8.346,6.540,-2.416,0.281
14:10:52:730,51.010,A,A,A,52,RADAR,0.030,1.907,8.345,6.539,-2.416,0.280
14:10:52:740,51.020,A,A,A,52,RADAR,0.030,1.907,8.344,6.538,-2.415,0.278
14:10:52:750,51.030,A,A,A,52,RADAR,0.030,1.907,8.346,6.539,-2.416,0.277
14:10:52:760,51.040,A,A,A,51,RADAR,0.030,1.907,8.342,6.536,-2.414,0.274
14:10:52:770,51.050,A,A,A,51,RADAR,0.029,1.907,8.340,6.534,-2.413,0.273
14:10:52:780,51.060,A,A,A,51,RADAR,0.029,1.907,8.344,6.538,-2.415,0.272
14:10:52:790,51.070,A,A,A,51,RADAR,0.029,1.907,8.344,6.538,-2.415,0.269
14:10:52:800,51.080,A,A,A,51,RADAR,0.029,1.907,8.348,6.542,-2.416,0.268
14:10:52:810,51.090,A,A,A,51,RADAR,0.028,1.907,8.350,6.544,-2.417,0.265
14:10:52:820,51.100,A,A,A,51,RADAR,0.028,1.907,8.349,6.543,-2.417,0.264
14:10:52:830,51.110,A,A,A,51,RADAR,0.028,1.907,8.351,6.545,-2.417,0.262
14:10:52:840,51.120,A,A,A,51,RADAR,0.028,1.907,8.352,6.546,-2.418,0.260
14:10:52:850,51.130,A,A,A,51,RADAR,0.028,1.907,8.351,6.545,-2.417,0.257
14:10:52:860,51.140,A,A,A,51,RADAR,0.027,1.907,8.353,6.547,-2.418,0.256
14:10:52:870,51.150,A,A,A,51,RADAR,0.027,1.907,8.350,6.544,-2.417,0.253
14:10:52:880,51.160,A,A,A,51,RADAR,0.027,1.907,8.350,6.544,-2.417,0.252
14:10:52:890,51.170,A,A,A,51,RADAR,0.027,1.907,8.353,6.547,-2.418,0.250
14:10:52:900,51.180,A,A,A,51,RADAR,0.026,1.907,8.353,6.547,-2.418,0.248
14:10:52:910,51.190,A,A,A,51,RADAR,0.026,1.907,8.353,6.547,-2.418,0.247
14:10:52:920,51.200,A,A,A,51,RADAR,0.026,1.907,8.355,6.549,-2.419,0.244
14:10:52:930,51.210,A,A,A,51,RADAR,0.026,1.907,8.350,6.545,-2.417,0.242
14:10:52:940,51.220,A,A,A,51,RADAR,0.025,1.907,8.350,6.545,-2.417,0.239
14:10:52:950,51.230,A,A,A,51,RADAR,0.025,1.907,8.353,6.547,-2.418,0.238
14:10:52:960,51.240,A,A,A,51,RADAR,0.025,1.907,8.351,6.545,-2.418,0.235
14:10:52:970,51.250,A,A,A,51,RADAR,0.025,1.907,8.350,6.544,-2.418,0.233
14:10:52:980,51.260,A,A,A,51,RADAR,0.024,1.907,8.355,6.549,-2.420,0.231
14:10:52:990,51.270,A,A,A,51,RADAR,0.024,1.907,8.351,6.545,-2.418,0.229
14:10:53:000,51.280,A,A,A,51,RADAR,0.024,1.907,8.358,6.552,-2.421,0.227
14:10:53:010,51.290,A,A,A,51,RADAR,0.024,1.907,8.360,6.554,-2.421,0.226
14:10:53:020,51.300,A,A,A,51,RADAR,0.023,1.907,8.357,6.551,-2.421,0.224
14:10:53:030,51.310,A,A,A,50,RADAR,0.023,1.907,8.360,6.554,-2.421,0.222
14:10:53:040,51.320,A,A,A,50,RADAR,0.023,1.907,8.360,6.554,-2.422,0.220
14:10:53:050,51.330,A,A,A,50,RADAR,0.023,1.907,8.361,6.555,-2.422,0.218
14:10:53:060,51.340,A,A,A,50,RADAR,0.023,1.907,8.361,6.555,-2.422,0.217
14:10:53:070,51.350,A,A,A,50,RADAR,0.022,1.907,8.362,6.556,-2.423,0.215
14:10:53:080,51.360,A,A,A,50,RADAR,0.022,1.907,8.360,6.554,-2.423,0.214
14:10:53:090,51.370,A,A,A,50,RADAR,0.022,1.907,8.363,6.557,-2.424,0.212
14:10:53:100,51.380,A,A,A,51,RADAR,0.022,1.907,8.364,6.557,-2.424,0.211
14:10:53:110,51.390,A,A,A,51,RADAR,0.022,1.907,8.359,6.553,-2.422,0.209
14:10:53:120,51.400,A,A,A,51,RADAR,0.022,1.907,8.361,6.555,-2.423,0.208
14:10:53:130,51.410,A,A,A,51,RADAR,0.021,1.907,8.362,6.556,-2.424,0.205
14:10:53:140,51.420,A,A,A,51,RADAR,0.021,1.907,8.361,6.555,-2.423,0.204
14:10:53:150,51.430,A,A,A,51,RADAR,0.021,1.907,8.361,6.555,-2.424,0.201
14:10:53:160,51.440,A,A,A,51,RADAR,0.021,1.907,8.360,6.554,-2.423,0.200
14:10:53:170,51.450,A,A,A,51,RADAR,0.020,1.907,8.357,6.551,-2.422,0.197
14:10:53:180,51.460,A,A,A,51,RADAR,0.020,1.907,8.362,6.556,-2.423,0.196
14:10:53:190,51.470,A,A,A,51,RADAR,0.020,1.907,8.363,6.558,-2.424,0.194
14:10:53:200,51.480,A,A,A,51,RADAR,0.020,1.907,8.358,6.553,-2.422,0.191
14:10:53:210,51.490,A,A,A,51,RADAR,0.019,1.907,8.360,6.555,-2.423,0.190
14:10:53:220,51.500,A,A,A,51,RADAR,0.019,1.907,8.366,6.560,-2.425,0.188
14:10:53:230,51.510,A,A,A,51,RADAR,0.019,1.907,8.368,6.562,-2.426,0.186
14:10:53:240,51.520,A,A,A,50,RADAR,0.019,1.907,8.370,6.563,-2.427,0.184
14:10:53:250,51.530,A,A,A,50,RADAR,0.019,1.907,8.368,6.562,-2.426,0.183
14:10:53:260,51.540,A,A,A,50,RADAR,0.018,1.907,8.369,6.563,-2.426,0.180
14:10:53:270,51.550,A,A,A,50,RADAR,0.018,1.907,8.370,6.564,-2.426,0.179
14:10:53:280,51.560,A,A,A,50,RADAR,0.018,1.907,8.371,6.565,-2.426,0.176
14:10:53:290,51.570,A,A,A,50,RADAR,0.018,1.907,8.370,6.564,-2.426,0.175
14:10:53:300,51.580,A,A,A,51,RADAR,0.017,1.907,8.372,6.566,-2.427,0.172
14:10:53:310,51.590,A,A,A,51,RADAR,0.017,1.907,8.373,6.567,-2.428,0.171
14:10:53:320,51.600,A,A,A,51,RADAR,0.017,1.907,8.372,6.566,-2.427,0.170
14:10:53:330,51.610,A,A,A,51,RADAR,0.017,1.907,8.374,6.568,-2.428,0.168
14:10:53:340,51.620,A,A,A,51,RADAR,0.017,1.907,8.375,6.569,-2.428,0.167
14:10:53:350,51.630,A,A,A,51,RADAR,0.016,1.907,8.355,6.550,-2.422,0.164
14:10:53:360,51.640,A,A,A,51,RADAR,0.016,1.907,8.370,6.564,-2.427,0.163
14:10:53:370,51.650,A,A,A,51,RADAR,0.016,1.907,8.358,6.553,-2.423,0.161
14:10:53:380,51.660,A,A,A,51,RADAR,0.016,1.907,8.372,6.566,-2.427,0.160
14:10:53:390,51.670,A,A,A,51,RADAR,0.015,1.907,8.373,6.567,-2.428,0.158
14:10:53:400,51.680,A,A,A,51,RADAR,0.015,1.907,8.374,6.568,-2.428,0.156
14:10:53:410,51.690,A,A,A,51,RADAR,0.015,1.907,8.375,6.569,-2.428,0.154
14:10:53:420,51.700,A,A,A,51,RADAR,0.015,1.907,8.374,6.568,-2.427,0.152
14:10:53:430,51.710,A,A,A,51,RADAR,0.014,1.907,8.371,6.566,-2.426,0.149
14:10:53:440,51.720,A,A,A,50,RADAR,0.014,1.907,8.375,6.569,-2.428,0.148
14:10:53:450,51.730,A,A,A,50,RADAR,0.014,1.907,8.381,6.574,-2.430,0.145
14:10:53:460,51.740,A,A,A,50,RADAR,0.014,1.907,8.376,6.570,-2.429,0.143
14:10:53:470,51.750,A,A,A,50,RADAR,0.014,1.907,8.377,6.571,-2.429,0.142
14:10:53:480,51.760,A,A,A,50,RADAR,0.013,1.907,8.382,6.575,-2.430,0.140
14:10:53:490,51.770,A,A,A,50,RADAR,0.013,1.907,8.379,6.573,-2.429,0.139
14:10:53:500,51.780,A,A,A,50,RADAR,0.013,1.907,8.381,6.575,-2.430,0.136
14:10:53:510,51.790,A,A,A,51,RADAR,0.013,1.907,8.381,6.575,-2.430,0.135
14:10:53:520,51.800,A,A,A,51,RADAR,0.013,1.907,8.375,6.570,-2.428,0.133
14:10:53:530,51.810,A,A,A,51,RADAR,0.012,1.907,8.381,6.575,-2.430,0.132
14:10:53:540,51.820,A,A,A,51,RADAR,0.012,1.907,8.389,6.582,-2.432,0.130
14:10:53:550,51.830,A,A,A,51,RADAR,0.012,1.907,8.384,6.578,-2.431,0.128
14:10:53:560,51.840,A,A,A,51,RADAR,0.012,1.907,8.384,6.578,-2.431,0.126
14:10:53:570,51.850,A,A,A,51,RADAR,0.012,1.907,8.391,6.584,-2.433,0.125
14:10:53:580,51.860,A,A,A,52,RADAR,0.011,1.907,8.380,6.574,-2.429,0.123
14:10:53:590,51.870,A,A,A,52,RADAR,0.011,1.907,8.382,6.576,-2.430,0.122
14:10:53:600,51.880,A,A,A,52,RADAR,0.011,1.907,8.387,6.581,-2.432,0.121
14:10:53:610,51.890,A,A,A,52,RADAR,0.011,1.907,8.375,6.570,-2.428,0.119
14:10:53:620,51.900,A,A,A,52,RADAR,0.011,1.907,8.380,6.574,-2.429,0.117
14:10:53:630,51.910,A,A,A,52,RADAR,0.010,1.907,8.388,6.583,-2.432,0.115
14:10:53:640,51.920,A,A,A,52,RADAR,0.010,1.907,8.386,6.581,-2.431,0.114
14:10:53:650,51.930,A,A,A,51,RADAR,0.010,1.907,8.378,6.573,-2.428,0.111
14:10:53:660,51.940,A,A,A,51,RADAR,0.010,1.907,8.395,6.589,-2.434,0.110
14:10:53:670,51.950,A,A,A,51,RADAR,0.009,1.907,8.390,6.584,-2.432,0.107
14:10:53:680,51.960,A,A,A,51,RADAR,0.009,1.907,8.384,6.578,-2.430,0.106
14:10:53:690,51.970,A,A,A,51,RADAR,0.009,1.907,8.387,6.582,-2.432,0.103
14:10:53:700,51.980,A,A,A,51,RADAR,0.009,1.907,8.388,6.582,-2.432,0.102
14:10:53:710,51.990,A,A,A,51,RADAR,0.008,1.907,8.380,6.575,-2.429,0.099
14:10:53:720,52.000,A,A,A,51,RADAR,0.008,1.907,8.365,6.561,-2.424,0.097
14:10:53:730,52.010,A,A,A,51,RADAR,0.008,1.907,8.388,6.582,-2.432,0.094
14:10:53:740,52.020,A,A,A,51,RADAR,0.008,1.907,8.385,6.579,-2.431,0.092
14:10:53:750,52.030,A,A,A,51,RADAR,0.007,1.907,8.382,6.577,-2.430,0.091
